distance_km,hour_of_day,day_of_week,route_type_encoded,junction_count,historical_delay_factor,delay_sec
29.803108376439557,15,2,0,27,1.0249706780795744,509
22.750383676045892,6,0,2,29,0.9619799102617275,250
26.220212210303142,16,6,2,47,1.345200909126826,497
4.110850572143552,2,6,0,3,0.8934022366503132,61
19.398889926800617,3,0,0,31,0.8739030309190554,316
18.264256034211897,21,2,2,23,1.2238400055530885,307
30.62553880755794,14,6,1,54,0.8530923364435475,244
13.282978006481358,19,4,0,22,1.435327778033655,655
21.338258285045246,8,2,2,18,1.0637261404545535,444
3.014555839747123,18,1,2,4,1.0419035549926732,111
14.179481237764776,1,2,1,23,1.277778987003256,161
11.983235772779025,17,2,0,12,1.5809277851539343,572
6.106790788395363,3,3,2,9,1.0264642059559614,92
28.755495529848574,15,4,1,30,0.9807461320656106,215
13.901169832710623,11,3,2,13,1.0946530411443889,347
34.27742806998153,15,1,2,38,1.4233521994824794,610
21.05971756236075,6,3,0,23,1.546741437220422,574
21.571912630214943,2,4,2,38,0.9233463700173329,256
22.691883746803295,18,2,2,23,0.8239109015239573,360
23.9993082896348,11,6,0,29,1.0446212984478787,740
6.126792651724536,2,4,1,7,1.0566091450591926,51
15.970657884398376,10,6,2,23,1.3979672578617497,546
9.145174702203793,0,1,0,16,1.3444858718155557,275
14.684942135535376,21,3,2,20,1.397806863631916,312
4.287939193679351,23,1,0,7,1.1142135536650635,89
33.90615373565993,9,6,2,31,1.1428305255616027,805
8.310137270099922,7,3,0,12,1.5535220529409453,259
23.840015528783688,15,5,2,23,0.8386796822537887,274
11.21428277028839,12,0,0,18,0.8170653861595591,163
30.71861888908315,18,4,1,42,0.8134967791704772,438
23.51530110350743,5,3,2,22,1.4535452836756522,394
5.474937737482395,9,6,1,9,1.2142329998234047,112
29.732526909734798,5,3,1,39,1.3559101824167143,393
33.12823781892931,22,0,0,42,1.3228130611024875,781
31.73317079866151,9,5,0,27,1.4503797413100323,1294
20.370451027215427,15,4,0,34,1.223905477189282,527
5.945638427871515,18,0,2,7,1.0628691227881522,143
7.5437588289233,14,0,2,12,0.8896374817674331,88
32.548793281313834,0,2,1,28,1.1288595678137108,290
19.77910058068697,23,4,2,29,0.9560908195278834,273
7.138784947262995,20,5,1,8,1.541053095731022,162
31.057934402679976,7,0,1,41,1.4105118518663793,425
22.813437977564345,23,2,0,32,1.0276619428684657,456
20.36960533210947,21,6,0,33,1.2091308112974546,535
13.793786428417285,13,5,1,23,1.1755711231391879,197
14.972479593342415,10,0,2,14,1.2835857048601724,426
9.142633231182725,8,5,2,15,1.5575381210409631,367
2.293947747502129,6,5,1,2,1.0205180415843618,20
30.791439475715215,5,0,1,24,1.291387286531255,293
16.902827371679265,2,2,2,18,1.2035042192862817,319
19.619596773267,4,2,1,21,1.5636396097222756,257
11.953552532527654,23,5,1,18,0.974496243522555,127
26.54504727506755,7,5,1,36,1.3182816453799324,361
1.8566936072598523,5,3,1,2,0.8726507623176065,0
13.654299267216935,20,3,1,21,1.2349605776261237,279
2.0319100090597955,14,0,0,3,1.567761486246733,51
5.178331474970317,0,4,1,7,1.375522974867836,41
33.8830400035105,6,3,1,49,0.8251204720042072,237
23.36386482130949,18,6,0,38,1.5871186813373148,1341
15.559488377242364,6,0,2,17,1.2318179062726835,268
18.80716366895633,16,4,0,33,1.2637913055164816,517
30.67551309120233,13,3,0,29,1.5563450780827588,787
12.70316267786489,0,3,0,10,1.267801942676011,251
21.069893397850297,3,6,2,34,0.9765755248474426,255
24.245268693544485,1,5,2,23,1.1434385175626536,343
13.08406841879941,19,2,1,14,1.3993750695015086,293
18.649348540863663,17,3,0,24,1.1171606737491762,662
27.018411031469768,3,2,1,24,0.9348094900785822,208
31.912096675678708,16,0,0,39,1.1113275405868352,634
6.1361174546117265,3,2,0,7,0.8824867279853924,81
32.73625933845257,7,1,1,28,0.8799555087722138,204
1.1760814377246929,16,3,2,1,0.8971686664447063,0
26.601235122323633,20,4,1,33,1.2075056223074478,500
28.557912230786336,7,6,1,27,1.05713900499623,259
5.649977752447772,5,6,2,8,0.9438536998278305,81
15.242724131048295,0,4,1,18,1.391006184383878,196
28.71871345183155,10,4,0,23,1.289318125514481,1040
1.4852204492767607,13,2,2,2,1.455863367133072,17
22.367706227453883,2,1,0,27,0.928619748027371,423
27.96280437533316,15,3,2,24,1.296249036011502,367
18.442121815955087,15,6,0,20,1.0105521597400764,351
25.678880298736964,3,5,1,27,1.1961429703500353,270
8.698398411702899,2,2,1,7,1.1569589087556587,80
7.749719031750876,4,4,2,8,1.266646926227663,105
13.346316318711954,4,1,0,12,1.2562981657969032,265
7.099804937282982,4,0,0,7,1.534730306221314,151
12.766088929824267,18,3,1,18,1.299623944620163,249
33.2362180879677,5,2,0,31,1.0812683691366165,586
20.493312398778112,12,2,2,16,1.4355278129328204,285
12.562314292308555,18,5,0,12,0.9290711416764412,367
10.2318370734987,15,0,0,11,1.4202559686882343,277
33.36934268405576,10,4,2,32,1.2615195474912297,810
16.112259128001853,17,4,1,22,1.0080874396150352,235
34.33342152994004,0,3,0,57,1.4019288042270388,992
18.527770749613214,14,4,0,30,0.8913196274286831,339
18.719648386891613,8,0,1,23,0.8285193317244772,254
31.482377806344026,4,6,1,49,1.0174129555507887,328
26.254092219311346,4,6,0,41,1.2038188447288243,648
20.742197370995967,16,0,2,29,1.3046229164616951,388
15.506083130432783,23,4,0,24,1.0514292811057264,367
30.858387220221537,2,6,2,36,1.2630264968965585,493
14.995969096834205,7,0,0,23,1.5844478988314101,491
32.37382558972789,6,5,1,42,1.5988086760148756,436
3.336321972143292,11,3,2,5,1.3767445633060018,111
15.619893304639543,10,1,2,24,1.041722852833347,383
18.663503875847205,16,6,2,16,1.1813766752197403,286
33.33189864978289,2,3,0,54,1.4463446316164725,1035
9.533974386601777,12,1,2,7,1.5097369844991948,170
28.405331006911698,2,4,0,34,1.5610905877989847,760
24.000020799952175,19,4,0,33,1.1101269414311106,902
25.380920745558182,15,2,1,41,1.070429279344184,275
22.40715421656692,21,5,1,19,1.068772827009981,195
34.033064087693724,17,0,1,50,1.428062120780004,876
12.311169613185045,16,4,0,14,1.565801684063366,361
14.541369029098599,8,5,2,12,1.250571477531425,303
7.898999575259551,20,5,1,8,1.154529181616065,172
2.723937879257197,9,1,1,3,1.3330176432080336,43
8.238878629161533,5,5,2,7,1.1372878494250585,92
32.12578950221288,4,3,0,52,1.25604588099477,852
29.565739783385247,12,0,1,24,0.9504026612078783,213
4.821795210747686,12,3,2,5,0.8793448266895193,16
21.52848686077342,6,1,2,24,1.12444244352071,267
17.292680826247242,13,6,0,14,1.014675911062827,276
21.21928559660147,4,2,0,36,0.9216037759106421,426
23.41535022470815,22,3,2,41,1.571931232903399,589
11.426422690221644,0,4,1,19,1.3570936520481056,154
33.68592872103954,0,2,0,33,1.1105780104954686,611
16.838561192078245,7,0,2,27,1.5933348439883797,426
22.355429065406835,21,6,0,25,0.8855995948135611,333
22.597690252590247,5,1,0,24,1.0789551984400774,453
7.252239481329499,23,2,0,10,1.5071567699598918,212
3.1034242173167206,8,2,2,2,1.5744732091382365,98
14.991571998931146,8,5,0,12,1.4342400433448559,600
26.977023006907935,2,0,2,46,0.9489535511168243,386
28.71754080192024,17,1,1,33,1.253154466868013,558
25.81963446607021,20,6,1,41,0.857019577599935,382
4.848968385857582,19,5,0,5,0.850761077132359,122
32.05406529205555,3,4,1,28,1.490550145483676,367
28.269243651907647,15,5,0,36,0.8019232935717002,422
30.84150646608414,10,2,1,29,0.8776077521151082,402
18.792341201156027,6,5,1,16,0.8846361669223443,125
32.1316047934249,18,5,2,26,1.3692713510535652,884
2.586176090432164,14,3,2,3,1.3027484282487007,36
2.0298203536744674,20,4,0,2,0.9727079924416229,102
1.6873294941089938,21,1,0,1,1.1281421679216714,26
9.594135050383517,20,1,2,16,1.5612419928401355,380
9.451372289105418,2,4,1,15,0.9684226909588025,83
7.375113368102863,14,0,1,11,0.8542319365227079,77
20.27989782510345,11,6,0,21,1.317400764231886,811
2.325518595123542,4,5,0,3,0.886365176526152,33
21.07318750638496,0,2,0,31,1.245128401655129,503
6.644379203605379,4,1,1,8,1.0039790333292724,63
24.04770609128852,20,0,1,24,0.8260681429899482,309
1.7165620510922968,16,2,1,1,1.3267863815346366,26
11.559386699808627,18,1,0,14,1.4014060847214609,482
32.90360375339687,21,6,1,35,1.0513357354228265,269
19.30547691582632,1,6,2,32,0.9266127078468812,195
28.593971693389527,9,1,2,36,1.5812403280698573,1080
23.37288677479868,17,0,0,34,0.9957995238076174,837
21.76552671085989,17,1,0,36,0.9970429420176329,831
7.5025911228865105,16,0,1,10,1.092694395068736,79
20.529421440765404,3,4,1,19,0.9919729686922613,194
2.349338227606,3,0,2,2,0.996722453934755,25
28.256589773123693,10,1,0,48,1.5395642729381707,1618
33.642411178889986,12,6,1,28,0.8656006624062136,191
30.03630842562274,7,5,2,30,1.4676156595101426,508
2.724127962846081,16,2,1,3,1.2277882602948573,13
12.514442834927427,5,0,2,20,0.8282213442889284,171
11.812108727317597,8,4,0,19,0.9208214803342932,436
4.832377718577579,2,2,0,7,1.3246310963706773,111
22.304801857156114,12,4,0,33,1.2480668553369867,551
28.113577962455334,17,5,2,32,0.9936069584230762,637
11.666530048076291,23,3,0,10,1.0330559369200567,172
30.335513987236983,5,0,0,43,1.5418175841592123,851
28.10231503676841,15,5,2,24,1.3897242791038424,426
5.3906900101270425,1,6,1,8,1.3295504859561404,33
27.07321132909728,12,3,0,25,1.5392656470449069,673
31.00910447666522,21,2,1,25,0.9853286391316275,235
7.707607374279382,1,3,0,13,1.0637435489853626,164
20.503800102949786,9,6,2,19,1.470578907915432,630
22.717498844751496,2,2,2,31,1.1522510139061568,363
21.717364754748395,12,2,2,18,1.1573048193531912,260
4.2723530393534785,20,0,1,7,1.4473455252474765,134
23.480509674508273,11,0,0,19,1.5995173415119168,1021
22.486460639103633,17,4,1,33,1.5100622624676519,594
29.012106626068487,7,6,1,47,1.4168994398766663,425
28.319431770431162,20,1,0,31,1.1571867133664777,1001
12.123719069710292,5,1,0,9,1.3648902940347114,213
25.54960931950283,13,1,0,21,0.9804381000416854,411
30.4872951774601,8,2,2,26,1.0030583172094765,610
31.360223778486844,13,6,2,48,0.9634299129501758,445
6.491419116197974,6,6,0,8,1.3453989507469237,176
1.9078799029336775,12,2,0,3,1.5583340910225871,58
23.127453076355774,6,3,2,33,1.4044902357333486,444
8.298993273287953,17,0,0,11,1.0133266842248063,305
20.166130625080353,5,1,0,20,1.3282998323504231,457
33.12335401343259,7,4,2,33,1.0804561501031689,404
13.896867224587302,0,0,0,24,1.4592872041098572,426
9.594334713066429,11,3,0,16,1.188270691418967,434
16.52134169870356,0,3,0,20,0.9997209240498677,301
23.346293051204942,11,0,2,37,1.0325164478923208,626
4.437364907058399,20,3,2,6,0.8682908880995236,88
13.939881959018452,15,2,0,15,1.089005724355785,257
5.546520420509771,12,0,1,5,1.0714666957266012,24
23.52317153488463,5,4,1,36,1.166494900880906,234
29.238786096948253,20,6,0,51,1.326017515113568,1490
13.813028567898604,0,1,1,24,1.5427792447705944,206
13.638614394330222,4,3,2,15,1.453961006860204,250
19.343736404212773,2,6,1,16,1.2588864412062732,154
8.311964507695182,8,5,0,9,1.0891664855742307,284
9.41192611497021,4,5,2,8,0.936479729974388,79
12.21497763160208,3,2,1,21,1.2728992654449278,235
16.55247373669939,20,3,0,18,0.8511257711948659,412
3.772069650287496,13,0,0,6,0.8428255479990255,39
26.59289263647819,17,6,1,27,1.3137950978937467,553
20.687855530594643,12,0,1,36,0.9314201432506795,229
11.18959167827704,17,0,2,14,1.4788151442159863,334
3.636583459934096,18,0,1,5,1.3358032940485884,88
26.94815234765036,10,1,0,37,1.2195677545785866,1138
5.456685601904904,20,6,2,8,1.548977328593975,179
5.529025839889061,2,6,1,4,0.9054562122346216,54
5.443264357447407,22,3,1,4,1.0479904331038437,29
3.762918577943676,11,3,1,4,1.2062283992629754,44
31.81734042360874,3,2,1,53,1.5722683365019652,504
10.154306188895276,20,1,1,17,0.8629907138969384,150
11.417959693033247,16,4,1,17,1.281543945195578,107
29.3150065400703,12,3,1,41,1.53560969806359,483
22.077397630201247,6,3,0,18,0.9158587535229975,306
7.36287514238444,15,5,1,12,1.363265857757383,82
15.783656020804022,19,1,2,23,1.352539310207205,551
31.053363800552987,8,4,2,43,1.088263280653122,821
13.762716578661767,3,5,2,22,1.2284792414667591,275
25.169972808682147,3,0,2,26,1.5482358836061707,465
4.291462100439913,19,2,1,6,1.174380408549989,94
25.72904240911049,15,0,1,38,1.1650896065717053,293
27.40009981821838,6,0,2,42,1.2513856910208534,487
29.076070577872507,11,2,2,26,0.8255872949712137,494
23.922833674797182,4,3,1,36,1.447627324978807,336
13.604915024092586,8,0,1,23,0.8410197019856158,253
3.183208005647523,19,0,2,4,1.583017245628383,100
18.63839195805003,6,0,0,18,1.576493632301733,473
26.75363681699487,23,6,1,45,1.454802626743634,392
7.488498918649023,16,4,0,6,1.5163278778846965,191
10.052065704840082,1,2,1,10,1.292439863831543,118
19.228081440898652,7,3,0,31,1.0445625104050105,428
26.443273138529253,7,3,0,36,1.2830291562016527,604
31.4839488458121,13,0,0,35,1.3430618475636562,742
5.275211596161752,23,1,2,8,0.9133138081505043,62
7.265187237460884,6,6,0,10,1.4198045857362713,187
28.184257027196857,4,1,1,25,1.0430377247817904,240
22.913735182798142,18,2,2,23,1.21003796780718,550
25.513074921539232,14,3,0,41,1.0132540487456196,528
34.890219611064666,8,6,2,56,1.0257621842116769,931
32.93211859548995,16,6,1,28,1.501224726804408,358
29.66285227261393,11,4,1,39,1.416154903301581,698
27.421937507808188,21,4,0,41,0.8500907588896843,493
14.430653317018855,22,4,1,16,1.4168856604339026,167
22.801789760733715,7,3,0,19,1.5399848064086261,571
7.271151843183683,17,2,1,8,1.3631352735847395,148
26.8228118195474,12,2,2,46,1.353836824748503,518
26.761482593625217,17,4,0,40,1.0112612309452658,929
25.524037263580446,8,1,1,25,1.3591947742081412,510
16.123166830510485,8,1,2,26,1.103245263675929,494
13.858131178887916,0,4,1,20,1.5382793913023471,225
15.272211700578005,20,1,0,16,1.363580423276173,621
2.1335339937823843,12,3,2,2,1.0581706574860459,50
29.70688395799076,9,6,0,29,1.5069109761011839,1339
19.440575836862227,12,1,1,23,1.4192768972969056,228
14.175633726058866,23,1,1,16,0.9608520490666749,129
19.632978121045323,19,6,1,21,0.971817029004309,271
25.535767429668514,21,2,0,42,0.810376511524126,382
13.969669559545455,9,3,2,21,1.4159899788776982,530
29.241782896007724,15,5,2,37,0.8687716996738758,285
32.26175377438316,12,6,1,56,1.0203205046115342,357
14.17269810856191,19,2,1,20,1.3890972132225694,300
5.6857492478976575,17,3,1,9,1.0445618780442887,105
26.852692063666197,13,2,1,43,1.0286767624024877,272
34.76026119745261,11,6,1,49,0.853030981573384,497
6.031597057910199,17,6,0,9,0.8402920872257896,123
25.230972986089807,12,0,2,39,1.2574429837076224,446
29.060995610201367,2,1,0,45,0.9108366611295317,524
32.29944612987627,1,4,1,54,1.5710306885126102,498
5.194968085437527,23,1,1,5,0.8207225555064929,32
4.121537047154722,6,1,0,4,1.0526866445296776,96
34.58763378278214,19,6,0,36,0.9471158386160643,985
4.969720493454003,2,6,1,8,1.5193310550387984,81
7.011457010654466,3,1,0,11,1.400597672199063,167
20.548399750186647,0,4,0,25,0.8891488244483594,337
16.173283233847577,5,2,1,19,0.8444919124612486,136
26.51333450514632,23,1,0,24,0.866469123703326,434
7.478946437375854,13,6,0,13,1.3916596889890993,239
32.090543893037264,0,0,2,47,1.397819972782767,631
8.384624774462564,18,2,2,14,1.30618603224643,323
27.14977366634575,22,0,0,38,1.1912919054658788,590
3.2985198593180627,3,6,2,4,1.1704132826290954,75
17.095687983743623,13,3,1,26,1.276437015096489,201
2.1069831059365614,23,5,2,3,0.8868029518429523,9
11.6695640175015,7,2,0,19,1.4356133420736201,366
11.615842921950987,8,5,2,13,1.422045375315123,376
25.47144693071157,14,4,1,33,1.3446433525007495,348
16.470594427181595,23,1,2,28,0.9884595472764022,204
2.9303283213591707,22,0,2,3,0.9717592694805166,40
34.842296420585896,18,1,0,55,1.5841757962313514,1977
31.215776428083313,6,6,0,41,1.5588749527699377,895
32.155013789095705,11,5,1,52,1.3984441242497299,772
9.383568022503717,4,6,1,8,1.4282022765998723,129
14.39974866064891,8,5,0,11,1.1664837431440898,472
8.724103031054014,22,4,0,7,1.5016434501196403,180
5.246816994040634,2,1,0,6,1.3523767753848168,91
2.1228134386350126,3,2,2,2,1.1502170333897512,6
18.113439231537836,2,1,0,31,1.3451420564938155,540
5.18654430625725,4,6,2,9,0.8637154296422044,63
6.994348626516324,15,1,0,6,1.1156605383981264,116
30.25617313555911,8,5,2,49,1.4750335509228472,1174
17.464254133553666,18,0,0,22,1.1838614286208977,679
7.245919714688478,14,2,2,11,1.2450244099761933,132
23.775395033788616,21,2,0,27,1.2485438058435063,539
10.039405841623863,7,5,0,15,1.5544156199550034,313
18.915864801701943,8,3,2,15,0.9606792423785593,386
10.62039750731971,0,5,0,13,1.345163494194765,228
18.54948037537209,22,4,0,21,1.1593294340413627,378
22.37014208547116,20,0,1,23,0.9883551856194792,328
19.231074704403106,7,0,0,21,0.8387556062812687,281
14.45053964802662,5,2,0,17,1.2882821230015487,329
27.88766915819799,22,1,1,36,0.9468908192696266,227
30.696873270953272,12,1,1,40,1.2659847248287766,350
7.098622965399015,22,0,0,10,1.1439426711870881,177
5.634496643813036,7,6,1,9,1.1244492368349788,49
4.848515786589451,3,1,2,8,1.5103893587646646,76
34.30628883524279,14,4,1,50,0.8719671802957296,303
33.014104297101206,20,1,0,34,1.2489734342075451,1282
8.842684198237482,2,0,0,12,1.1315867702860594,181
33.97685750179382,16,6,1,42,0.9211123527463645,286
8.065800682195736,0,3,0,8,1.1162080790355147,130
18.220184550396446,16,2,0,20,1.4934355471166412,466
17.911091503463517,21,1,0,18,0.9584530429126564,315
32.10850069312056,20,0,1,42,1.343726373205254,738
2.377981236422401,14,0,2,2,1.014737050599773,30
11.721927690768968,12,4,2,15,1.2154291979201,180
21.399139747834734,3,0,1,25,1.24079984625368,195
3.2575394291114854,12,6,0,2,0.8572098789957519,48
9.042719597804739,22,2,0,9,1.4464472528054593,230
16.812157439316376,8,5,1,29,1.1028310114506361,373
30.949138913553742,6,2,0,42,0.9678176340044691,612
26.872623736364787,20,4,1,23,0.9662008777479105,382
29.18533596509921,12,4,1,40,1.5881442113688062,460
26.876372265996622,21,2,0,40,1.5544621343224143,788
25.062506385692622,1,1,0,23,1.17534705648945,510
29.889573649979187,3,2,0,35,1.016587025271697,560
24.17020748504742,16,2,2,24,1.3664948068302878,428
26.013224016662438,18,2,2,34,0.8422757884904697,538
11.255913093575284,23,1,0,18,1.487183802764803,348
6.6997845785572165,6,5,1,6,0.8045468371616256,79
26.721849291296806,6,2,1,25,0.8395274787758535,168
6.638468056134482,4,5,2,6,1.0673518902716095,98
32.261498951678945,17,4,1,45,1.1649120037700789,669
21.285856470108126,4,3,1,18,0.804195232986828,117
12.200759837642057,21,5,2,16,1.0284965650069526,138
32.84586732617993,13,6,2,52,1.587015113381847,757
6.274429245886723,16,1,0,9,1.4190539837547569,174
18.491855481638378,6,4,0,27,0.846848007704435,318
4.112838489352027,17,1,2,3,1.5013768050313998,137
33.824542108875505,5,4,1,41,1.1726032616371345,338
20.562786101595382,4,3,0,21,1.5914628300615954,562
28.324664325201837,2,1,1,37,1.0568265954252951,304
10.585362234021897,3,2,0,10,1.0476226879410335,174
28.261085306730315,7,1,2,26,1.3433048865352033,436
24.89662683002933,2,4,1,43,1.1904609422926868,282
22.8851699729513,18,1,0,38,1.021132601992876,882
33.319135706839084,8,6,2,29,1.2196843880390025,887
15.73870549523826,0,6,1,25,1.3097022873475466,173
15.113006742132322,21,1,2,13,1.0499775275569359,200
24.53211837869057,11,5,1,27,1.4594210788035666,581
29.391880408863344,15,3,0,52,1.3990174658554801,854
12.392584681149007,14,6,1,21,1.4024983182572082,171
23.768339859655132,19,3,0,30,1.3281774086668465,1012
8.107271867379614,1,5,0,12,0.9841083230221435,136
19.757799104198025,8,6,2,23,1.3647506968673575,618
27.15183786351652,7,5,1,44,0.9397364628271254,274
3.2207083391057743,13,2,0,3,0.9135391506103399,51
25.746630225105232,21,3,2,25,1.2030169622282805,389
1.5247042163171127,0,2,1,1,0.9379095437718772,15
33.5839009858399,23,5,2,48,0.9019555068532542,387
16.93477321694658,11,0,1,22,1.2737453199280018,394
14.908409113566881,20,1,0,25,1.5803936275900234,902
25.49511812950244,22,1,1,24,0.8444350542810106,160
18.792161578847114,4,4,1,30,1.155397944153388,262
25.848861080990954,5,3,0,45,0.8722639434292877,484
3.881768420946162,18,0,0,6,1.230999536026223,174
20.13492360253767,10,2,1,18,1.2597083811612504,417
19.97569555688598,10,6,1,19,1.1924424568158023,293
32.69187231809988,7,2,1,29,0.8312705579313987,181
2.3465896550134833,4,6,1,2,1.36064721940461,43
16.39586786391786,20,2,0,25,1.2063067897617288,697
22.45647901344111,11,1,2,21,1.2586298760058514,574
19.725396343120554,0,0,2,24,1.3345230276060032,375
3.5214773257918375,22,5,0,2,1.5248238867377923,89
21.16976536831195,2,3,2,31,1.1476498543757128,306
8.554694097726987,21,5,2,7,1.5303778557426284,132
7.648672097452833,16,4,2,12,0.9406277181316843,123
30.87549008142022,9,0,0,43,1.1630077478003749,1272
7.72663166314934,9,4,0,7,0.9415142807604179,164
16.44588556822004,1,3,0,24,1.0978853542304614,356
26.50975399613291,9,1,0,30,1.5227798503987655,1265
25.048723124836204,21,2,0,33,1.5800884295482969,693
19.81760620132415,21,2,2,26,1.1779504346383038,305
28.439555395497273,23,4,0,30,1.0212593715805878,458
16.837749922935842,16,4,1,20,1.0581695558124045,146
22.09310474714066,12,6,2,35,1.5213246697452374,521
28.843165784443826,19,0,2,48,1.1508213047931193,888
24.05511562444075,5,5,2,39,0.9587788021509097,353
22.82216446805086,21,1,0,31,1.46799495740126,645
14.808376607061946,13,1,2,24,1.2079995200080396,268
19.982997575174313,10,2,1,18,1.141761097868615,358
14.466810575195463,16,3,1,25,1.5226645906670955,202
26.305936680103063,14,0,2,22,1.3969152270076677,408
13.934625307884508,11,3,0,23,0.8113827952243142,437
16.86511924686112,21,5,1,26,1.573217997639838,246
26.685541059926955,8,0,1,31,1.1636978538071205,484
18.12429714807129,20,6,0,28,0.9439331396191845,641
12.49310740318677,5,0,2,21,1.5281677001462786,319
29.11184392156039,9,5,0,28,1.1356464786912313,973
13.952728200518695,7,2,0,20,1.3476966233467498,342
29.720789422932608,4,2,1,23,1.40063986602287,338
27.698173691756207,1,1,2,40,0.9556901771572341,372
16.2078200082111,13,3,1,13,1.5868164481775857,186
25.238291950814144,6,1,0,37,1.2502852136714988,627
2.1692498085285026,23,1,1,1,0.8455846698683023,27
14.253145731982464,22,4,2,17,1.2293836760630843,226
30.25134533066651,7,5,1,50,0.8147173368562044,324
20.70433815562422,0,6,1,22,1.5834001350511928,315
19.966078091595527,17,3,2,35,1.332836179586918,739
23.601122108820615,17,3,2,30,1.1034913001806155,639
24.0408354871247,8,4,1,23,1.4393351387839506,588
20.84234053560223,18,4,2,36,1.4352507989159893,830
15.301396557337602,2,6,0,14,1.36037840365809,323
7.238445398351081,9,5,0,10,0.9881542370411063,252
10.949829194619454,4,6,1,19,0.8745357264541527,102
10.959354019174022,14,4,1,19,1.4849107784933315,157
15.645327437767865,1,6,0,21,1.5106969828445629,449
34.96799768631374,5,4,0,35,1.0764140440710086,639
12.986766023874825,3,3,1,16,1.1092265425540877,130
16.21089558185513,16,0,1,17,1.1225449631905735,144
13.635337170099394,9,2,2,15,1.021383663251358,332
20.76854314384562,16,6,0,23,1.5506663198717792,522
33.228551702177626,3,4,0,33,1.225261529044075,703
31.228478386429646,17,1,1,26,1.3675396973055332,610
13.822717353954115,13,0,2,21,1.2841932724560725,257
10.074638829425716,11,1,1,8,0.8716756027645963,66
31.06955254794758,9,1,1,42,0.8577530218915079,492
17.790333523081404,23,3,0,20,0.9180830088582952,244
24.308399002017325,15,1,2,35,1.1975163246667866,380
3.4919083762082,20,4,1,4,1.3022676056243823,88
30.462961694132435,6,5,2,38,1.596628625123666,618
11.640815528975471,13,5,2,18,1.520550498408856,242
17.81391654777395,16,5,0,24,1.3912214498048554,411
7.732716779821537,16,2,0,13,1.1067457741851419,166
15.288249172691156,10,6,0,21,1.075709379094857,565
29.15366318809081,6,6,2,48,1.3577466043186166,595
29.137694427705753,7,0,1,48,1.0765766667996524,314
17.10484844432505,22,4,1,25,1.4124591402894726,240
27.10896384006951,6,2,0,30,1.3828229018465406,663
16.574273434703485,15,5,0,21,0.8959559366644616,256
13.694115566093085,16,4,0,12,1.443118116847767,301
19.560225203735424,21,3,2,29,0.8747064323481533,287
7.845586083422732,9,2,2,11,1.0541694600496445,182
11.763091845922302,6,0,1,19,1.5800580450472492,219
25.021978224994868,1,2,1,22,1.321006759763074,269
27.197475372179134,23,0,1,25,1.485163901248027,367
2.928076600038654,10,6,0,4,1.5414071157471132,138
25.91608876179345,2,4,1,39,1.0117322867365905,271
28.792617813739223,1,3,2,25,1.436548235648499,483
16.13658149044106,12,2,2,13,1.0978483465316426,194
3.123433037270708,11,4,2,3,0.8518595974435044,65
